=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.06.04 12:41:11 =~=~=~=~=~=~=~=~=~=~=~=
t: 0.1, T: 34.44
, Control: 1.00
t: 0.2, T: 34.44
, Control: 1.00
t: 0.3, T: 34.76
, Control: 1.00
t: 0.4, T: 34.76
, Control: 1.00
t: 0.5, T: 34.68
, Control: 1.00
t: 0.6, T: 34.76
, Control: 1.00
t: 0.7, T: 34.76
, Control: 1.00
t: 0.8, T: 34.84
, Control: 1.00
t: 0.9, T: 34.76
, Control: 1.00
t: 1.0, T: 34.84
, Control: 1.00
t: 1.1, T: 34.84
, Control: 1.00
t: 1.2, T: 34.92
, Control: 1.00
t: 1.3, T: 34.84
, Control: 1.00
t: 1.4, T: 34.92
, Control: 1.00
t: 1.5, T: 34.92
, Control: 1.00
t: 1.6, T: 34.92
, Control: 1.00
t: 1.7, T: 35.00
, Control: 1.00
t: 1.8, T: 35.00
, Control: 1.00
t: 1.9, T: 35.00
, Control: 1.00
t: 2.0, T: 34.92
, Control: 1.00
t: 2.1, T: 35.00
, Control: 1.00
t: 2.2, T: 35.00
, Control: 1.00
t: 2.3, T: 35.08
, Control: 1.00
t: 2.4, T: 35.08
, Control: 1.00
t: 2.5, T: 35.16
, Control: 1.00
t: 2.6, T: 35.16
, Control: 1.00
t: 2.7, T: 35.24
, Control: 1.00
t: 2.8, T: 35.24
, Control: 1.00
t: 2.9, T: 35.24
, Control: 1.00
t: 3.0, T: 35.16
, Control: 1.00
t: 3.1, T: 35.24
, Control: 1.00
t: 3.2, T: 35.24
, Control: 1.00
t: 3.3, T: 35.32
, Control: 1.00
t: 3.4, T: 35.32
, Control: 1.00
t: 3.5, T: 35.32
, Control: 1.00
t: 3.6, T: 35.40
, Control: 1.00
t: 3.7, T: 35.48
, Control: 1.00
t: 3.8, T: 35.48
, Control: 1.00
t: 3.9, T: 35.48
, Control: 1.00
t: 4.0, T: 35.56
, Control: 1.00
t: 4.1, T: 35.56
, Control: 1.00
t: 4.2, T: 35.56
, Control: 1.00
t: 4.3, T: 35.56
, Control: 1.00
t: 4.4, T: 35.56
, Control: 1.00
t: 4.5, T: 35.56
, Control: 1.00
t: 4.6, T: 35.63
, Control: 1.00
t: 4.7, T: 35.71
, Control: 1.00
t: 4.8, T: 35.63
, Control: 1.00
t: 4.9, T: 35.71
, Control: 1.00
t: 5.0, T: 35.79
, Control: 1.00
t: 5.1, T: 35.79
, Control: 1.00
t: 5.2, T: 35.79
, Control: 1.00
t: 5.3, T: 35.87
, Control: 1.00
t: 5.4, T: 35.95
, Control: 1.00
t: 5.5, T: 35.95
, Control: 1.00
t: 5.6, T: 35.95
, Control: 1.00
t: 5.7, T: 35.95
, Control: 1.00
t: 5.8, T: 36.03
, Control: 1.00
t: 5.9, T: 36.03
, Control: 1.00
t: 6.0, T: 36.11
, Control: 1.00
t: 6.1, T: 36.11
, Control: 1.00
t: 6.2, T: 36.11
, Control: 1.00
t: 6.3, T: 36.11
, Control: 1.00
t: 6.4, T: 36.19
, Control: 1.00
t: 6.5, T: 36.27
, Control: 1.00
t: 6.6, T: 36.27
, Control: 1.00
t: 6.7, T: 36.27
, Control: 1.00
t: 6.8, T: 36.35
, Control: 1.00
t: 6.9, T: 36.35
, Control: 1.00
t: 7.0, T: 36.35
, Control: 1.00
t: 7.1, T: 36.35
, Control: 1.00
t: 7.2, T: 36.43
, Control: 1.00
t: 7.3, T: 36.51
, Control: 1.00
t: 7.4, T: 36.43
, Control: 1.00
t: 7.5, T: 36.59
, Control: 1.00
t: 7.6, T: 36.59
, Control: 1.00
t: 7.7, T: 36.59
, Control: 1.00
t: 7.8, T: 36.67
, Control: 1.00
t: 7.9, T: 36.67
, Control: 1.00
t: 8.0, T: 36.67
, Control: 1.00
t: 8.1, T: 36.75
, Control: 1.00
t: 8.2, T: 36.83
, Control: 1.00
t: 8.3, T: 36.83
, Control: 1.00
t: 8.4, T: 36.83
, Control: 1.00
t: 8.5, T: 36.83
, Control: 1.00
t: 8.6, T: 36.83
, Control: 1.00
t: 8.7, T: 36.90
, Control: 1.00
t: 8.8, T: 36.90
, Control: 1.00
t: 8.9, T: 36.98
, Control: 1.00
t: 9.0, T: 37.06
, Control: 1.00
t: 9.1, T: 37.06
, Control: 1.00
t: 9.2, T: 37.14
, Control: 1.00
t: 9.3, T: 37.14
, Control: 1.00
t: 9.4, T: 37.14
, Control: 1.00
t: 9.5, T: 37.22
, Control: 1.00
t: 9.6, T: 37.22
, Control: 1.00
t: 9.7, T: 37.30
, Control: 1.00
t: 9.8, T: 37.30
, Control: 1.00
t: 9.9, T: 37.30
, Control: 1.00
t: 10.0, T: 37.38
, Control: 1.00
t: 10.1, T: 37.38
, Control: 1.00
t: 10.2, T: 37.46
, Control: 1.00
t: 10.3, T: 37.46
, Control: 1.00
t: 10.4, T: 37.46
, Control: 1.00
t: 10.5, T: 37.54
, Control: 1.00
t: 10.6, T: 37.54
, Control: 1.00
t: 10.7, T: 37.62
, Control: 1.00
t: 10.8, T: 37.62
, Control: 1.00
t: 10.9, T: 37.62
, Control: 1.00
t: 11.0, T: 37.70
, Control: 1.00
t: 11.1, T: 37.70
, Control: 1.00
t: 11.2, T: 37.78
, Control: 1.00
t: 11.3, T: 37.78
, Control: 1.00
t: 11.4, T: 37.86
, Control: 1.00
t: 11.5, T: 37.94
, Control: 1.00
t: 11.6, T: 37.94
, Control: 1.00
t: 11.7, T: 37.86
, Control: 1.00
t: 11.8, T: 37.94
, Control: 1.00
t: 11.9, T: 38.02
, Control: 1.00
t: 12.0, T: 38.02
, Control: 1.00
t: 12.1, T: 38.10
, Control: 1.00
t: 12.2, T: 38.10
, Control: 1.00
t: 12.3, T: 38.17
, Control: 1.00
t: 12.4, T: 38.17
, Control: 1.00
t: 12.5, T: 38.25
, Control: 1.00
t: 12.6, T: 38.17
, Control: 1.00
t: 12.7, T: 38.25
, Control: 1.00
t: 12.8, T: 38.33
, Control: 1.00
t: 12.9, T: 38.33
, Control: 1.00
t: 13.0, T: 38.41
, Control: 1.00
t: 13.1, T: 38.41
, Control: 1.00
t: 13.2, T: 38.49
, Control: 1.00
t: 13.3, T: 38.49
, Control: 1.00
t: 13.4, T: 38.49
, Control: 1.00
